"Story","Title","Result","Date","Stability","Duration (s)"
"Verify HomePage","Customer can navigate to Search Page successfully","SUCCESS","2019-12-09T22:29:16.033+07:00[Asia/Ho_Chi_Minh]","0.0","22.13"
