"Story","Title","Result","Date","Stability","Duration (s)"
"Verify HomePage","Customer can navigate to Search Page successfully","SUCCESS","2019-12-09T12:48:31.977+07:00[Asia/Ho_Chi_Minh]","0.0","20.6"
